F
3.378683282653423617e-03
4.159617995676528207e-03
3.111088337031462335e-03
3.289333065103485724e-03
1.786763804682767708e-03
2.578819498555876260e-03
2.776887783969370777e-03
3.378488805082674375e-03
3.154090055734770116e-03
6.535512433134417487e-03
1.656781436724302737e-03
3.159190738159038322e-03
3.146534526679688453e-03
2.399584272768728356e-03
5.805338252044402875e-03
8.113863085621408205e-03
3.185018318707627093e-03
3.194610192023140515e-03
4.445314149956343039e-03
2.662286928448164523e-03
4.225271591098789768e-03
1.815034068807697262e-03
8.897200423970704972e-03
3.254289381415767513e-03
2.506671262223437655e-03
3.482985422723819998e-03
3.367501324146812431e-03
4.478565977944998742e-03
2.950301913095114935e-03
3.378553699790033064e-03
4.296179126918194500e-03
2.036955768283806815e-03
2.677203888036878802e-03
9.890606491396339989e-03
1.282672637294227959e-02
4.492179987076170590e-03
2.662039261433149159e-03
3.378472334003286386e-03
2.884146606458762741e-03
2.662435286862948215e-03
1.728566179948502020e-03
4.428798640303353157e-03
2.707722056466304802e-03
2.899103948072937528e-03
2.477230357273167618e-03
2.493954090796927318e-03
2.499511156219351958e-03
2.595455089519600050e-03
3.124705621562186893e-03
2.662031360902748691e-03
4.244389899031276829e-03
2.674485374193455618e-03
1.913610646073015883e-03
2.667450001416177101e-03
3.407456784394161282e-03
7.129335887962357822e-03
3.378313092075523830e-03
4.460794344773852393e-03
4.408649396450066947e-03
8.713618429466588391e-03
4.276501991190508403e-03
3.931891458526495277e-03
2.750983616193328381e-03
1.793757720668856612e-03
3.309447220478127158e-03
2.498925622632695333e-03
3.587163880417801581e-03
4.153290857582780417e-03
4.413629520743962351e-03
3.212870307797181454e-03
2.360533054654138149e-03
3.377150553100371697e-03
4.436298439633354872e-03
4.497205334016022953e-03
1.638931212681236232e-02
2.894992697111771832e-03
5.155094616478812265e-03
3.376428863404778123e-03
9.659636435105022415e-03
4.384861973642417872e-03
3.813336493213317479e-03
3.298505384103891241e-03
3.359503804918467611e-03
4.493434734300936172e-03
4.066397432276799666e-03
3.714209779159044576e-03
9.589074585133111617e-03
2.615494294718401919e-03
4.499706293094122775e-03
3.006975272321798631e-03
4.498808605641045101e-03
2.544792996961181726e-03
3.363744727059290920e-03
4.020823071191085771e-03
2.961381770269206834e-03
4.498573526285888635e-03
2.781887187027842680e-03
4.058675483756867333e-03
4.459543267213708466e-03
2.761171725526691875e-03
1.687006982240828179e-03
3.223688937316254288e-03
3.475037971712852374e-03
9.963380808616346604e-03
4.682298784368554151e-03
3.721342608643525215e-03
2.872493877493705137e-03
4.442297686793176582e-03
4.489831913964252921e-03
3.368610827643016368e-03
3.142195617676602978e-03
2.844070718008805815e-03
2.705063884613629049e-03
1.073681457874080258e-02
2.663960041246856997e-03
3.097398799797968644e-03
1.525870559455813277e-02
8.250352754706442165e-03
2.473936781230925801e-03
1.697944706398907310e-03
4.194078350886984788e-03
1.765691425388937839e-03
5.704539899171029091e-03
2.879983851824796919e-03
3.949624237075545496e-03
