delta
3.377210476071534906e-05
-8.896481163852693053e-04
2.018035817427279999e-03
-3.739723400989033997e-03
-1.180886903569988711e-03
-4.008120493592198796e-03
1.457588185236974310e-03
-1.922073192100581807e-03
3.438266950500645791e-04
-2.353534527386277886e-03
2.916629920568791778e-04
2.323184909822598176e-03
4.636959213981800554e-04
-5.678783562386748029e-03
1.114427528031286529e-04
7.600142768471734867e-04
-1.742396720953484635e-03
-2.424046252959527470e-03
-4.311808373769460134e-03
-1.511984769802923734e-03
1.417309436825830993e-04
-3.713896878652672706e-03
1.765534037564964187e-06
-3.056581647906259080e-04
-1.334690628124357570e-03
-4.038503200383652958e-03
2.581578358091946024e-04
-1.004569613213338042e-03
-3.543618316085850317e-04
-2.535915081764428258e-04
-7.953967820078372553e-04
7.017561918387232867e-04
-3.521543154416661991e-05
-1.670082190879315642e-03
-2.607967970384220124e-03
3.499584511025000122e-04
-1.085239054150810567e-03
6.424599727167662477e-04
-2.011373905206559343e-03
-1.872445811125639237e-04
-2.875951743970747709e-03
2.604153514827595162e-04
-2.272808091069430936e-03
-6.606128076970529950e-04
-7.561463230470466534e-04
5.024259168977807111e-04
2.867537598338243399e-03
-2.223934308333744281e-03
2.015035352190261420e-03
-3.392248388491003741e-03
-1.551918336117716346e-03
-2.986737915087328554e-04
-2.221187248227896038e-03
-4.322887754620863277e-04
-7.445640758531324455e-04
-9.857500896213733377e-04
5.962268841816498188e-04
3.829853239648572938e-04
-1.297477968290064454e-03
9.509053407023848603e-04
-2.316554990354768861e-04
-1.480891642776399619e-03
-7.364144847573084185e-04
-2.075499848385911617e-03
6.321896185285530434e-04
5.583562141362879983e-04
-2.246278544965271684e-03
-5.619928222307113419e-05
-1.188789660683267635e-03
-3.811375850312617719e-03
2.480208029235431155e-03
1.835013733081508613e-03
-8.537033830001289347e-04
-3.314322582818080010e-03
-2.578487336013388087e-03
1.511821945073391071e-03
8.012042804585034483e-04
1.136562181640418667e-03
-4.942518911068838339e-04
-1.489631740718325159e-03
-9.136406003555225253e-04
-8.762722496649805182e-04
1.038379215143825363e-03
-9.337451541890640083e-04
-9.415229207071496020e-05
3.288845400038764577e-04
-3.615085753629065923e-05
1.663828278520032566e-03
-2.697564628299120582e-03
-7.133766226016108325e-04
-3.342122068569763904e-04
1.366363423910971209e-04
-1.255010784923515921e-04
-1.471162247020096903e-05
9.343368197932827579e-04
-2.202624041948555988e-03
2.245796794881488312e-04
1.228716357045023244e-03
-1.597486510040213581e-03
1.822270372842521580e-04
-1.635653944083950706e-03
-1.034671712282511646e-03
-2.744111500958351657e-03
9.444587554177097388e-04
-1.310744678126862794e-04
1.138030146457302827e-03
-1.519176250290854568e-04
1.215642248937401360e-03
6.298234447132400327e-04
-1.153729668034383926e-03
-2.627968085852652735e-03
-2.976314511308378319e-03
-2.522607679472654851e-05
-2.310776912057416199e-03
1.733237156360770137e-03
-3.608674241558681994e-03
1.214784395814780260e-03
-1.181738154379219363e-03
-2.590268298632486532e-03
-2.836617316301678904e-03
-4.434093001826483471e-03
1.261176437533234607e-04
-6.416963293257027523e-05
-3.771188083975807182e-04
-3.237461449933254354e-03
4.801249513158856175e-04
-2.656613700227322683e-03
6.422140605548132264e-04
-7.760630864790674099e-05
-1.776694413313892329e-03
1.323006168949092398e-03
1.597326922091843460e-03
-7.146194713472664439e-04
-3.405170576074909028e-03
1.753408678854997960e-03
-3.459828704205497596e-04
8.644594689098394902e-04
1.048195176553912145e-03
-4.673771890456590583e-05
-3.452192804244552660e-04
1.203197982377682274e-03
-3.845343239042453565e-03
-3.398940719489970674e-03
-3.589145941435972764e-04
1.407807335161062601e-03
-1.999636944074512090e-03
-1.330892784581205746e-04
1.054912647971417705e-06
-7.907535035105162091e-05
-3.909545494074864735e-03
-4.891505635938458996e-03
-2.716829705756707014e-05
-5.388502491100261027e-03
-7.826853553071499991e-04
-1.619281751771492472e-03
-2.294821398336754914e-05
-1.157030497208569320e-03
-3.421051900782193234e-03
-4.887525859424590724e-03
-3.564874451279662071e-03
-7.094695802408179652e-04
