delta
-2.121063895098657375e-03
-2.904207062298167722e-03
-8.970922799674419662e-03
3.095841453734457261e-05
-4.991924001091083618e-04
-4.695497719276635513e-03
-6.864762143708238182e-04
-1.555280757878272756e-03
-1.711163447535015260e-03
1.179099646604620834e-03
-4.544311997188289179e-04
1.358906499742075632e-03
-5.715544670346991811e-03
-6.916124156896607741e-03
5.508059865668692373e-04
-3.571211479728219305e-03
-6.478680026533137782e-04
-3.006942297428099372e-03
1.934522633827851358e-04
-4.071279638078007662e-03
-5.335623327110806599e-03
7.393195728761550430e-04
-2.579427520291162172e-03
9.236519857250379949e-04
5.703246746472937423e-04
-9.097045566634473284e-04
9.085293949559275972e-04
-1.271379137961030185e-03
-3.399163139476741105e-03
-2.157745068877371230e-03
1.230551473608434781e-04
1.132447556397855925e-03
-2.637981427869509100e-03
-6.956733159323697999e-03
1.178202671401857877e-03
-1.818969531461661496e-03
-7.667903121796520787e-04
1.086377663074035481e-03
1.753824806784237472e-03
-1.693295756189439668e-03
1.598661260075822559e-03
1.289795809719847643e-03
4.254105643340492528e-04
9.234597534535942840e-04
-2.796726677150450108e-03
7.244103361168488563e-04
-1.246499460670271548e-03
-8.033187342205102589e-04
-4.992296176996374388e-04
-2.542032863637470191e-03
9.092273016286777103e-05
-4.210439402898979652e-03
4.441502625018909733e-04
-2.509432868448796192e-03
-2.527278059610136695e-03
-2.139808292622985130e-04
2.017075487436978593e-04
-2.201539216182582873e-03
-1.474331207816916836e-03
-7.177008284112864440e-04
4.732141572291133683e-04
5.380969899668537788e-04
-2.049428099627871765e-03
-3.430232655006660528e-03
-3.397576803570068909e-04
-1.803486953560075714e-03
9.874823057910197058e-04
-1.844152633759516314e-05
-2.220877307658678055e-03
8.121587325755590787e-05
-6.367660455168408203e-04
-3.239132785121926709e-03
-9.060378979497430709e-05
-1.495331748036944587e-03
-2.847753561894600469e-03
-1.302189230256756191e-03
2.150604908669087969e-04
-4.453076129407183142e-03
1.009977729663575231e-03
-1.310900961233158000e-03
5.990851800302687564e-04
-2.829062802216239861e-04
-3.218358097736133145e-03
-1.446014161904784524e-03
-5.348018888246888758e-03
-8.473572781635669128e-04
-6.325583596150836669e-04
-3.598801203192921686e-03
-2.338594919669556918e-03
7.584823355746395752e-04
6.760740173106301754e-04
-3.309249858235665479e-03
-4.844303777659363119e-04
-3.148092421299692086e-03
2.794131005549693562e-04
1.149018633010368863e-03
5.241862762027362996e-04
1.479370535583086378e-03
-3.293329260290379316e-03
-4.255477896571358194e-04
-2.417422761081464144e-03
-4.583170375725933131e-03
-5.736055616643686086e-03
-3.566156818890253797e-03
6.878398321345560165e-04
6.453498998519539408e-04
-9.795095147114563344e-04
-1.886617608651199257e-03
-2.152232728561891389e-03
-4.810171860216628202e-03
-7.645414778490235716e-04
-1.721239888426425368e-03
-3.005979755444088998e-03
-9.008310210807764966e-04
-1.850017156997486379e-04
-1.555904941976595564e-03
-9.030736937526970265e-03
-1.322821052114462551e-03
5.591809295707248070e-04
3.841228841754043663e-04
1.224898707730176148e-04
-2.644612725688938806e-03
-3.660926276456040029e-03
1.118263929950944270e-05
1.078766779446936348e-03
1.011084036454860599e-03
8.367628743975047152e-04
-1.164238297531179330e-03
-3.618773491735789174e-04
-1.550741499661036082e-03
-7.558543888584078529e-04
-3.345700258958781998e-03
5.074739552047118074e-04
-3.914415949684951421e-03
-6.615150971958902231e-04
-1.147852852290793917e-03
-3.543931714244352412e-04
3.690701295710262599e-04
1.020274709515597801e-03
-2.852969027604383527e-03
-1.697752029546904925e-03
-2.957948385284765204e-03
-4.044808879179333824e-05
1.051722973413609210e-03
1.688826330588496941e-03
-8.402600742364213808e-04
9.942160881279847508e-04
-3.384875878212435796e-03
-1.694338675481419807e-03
1.033517863681370852e-03
-2.147643764020239730e-03
1.434465852246260978e-03
8.704838370885349295e-05
-4.747801383168591752e-03
-1.916464105921586491e-03
1.097405369497009867e-04
6.558939665712558171e-04
1.628211074741783360e-03
5.836905159151923933e-04
7.608317312046487032e-04
6.728760326785922403e-04
-4.564179224310549975e-03
-5.660626272429724812e-03
-5.348325589993046733e-03
-4.266589734180677835e-04
-4.131520458121444930e-03
2.861830658618563002e-04
-1.555393519165382960e-03
1.922732208817720136e-04
8.825865591714902349e-04
-4.438529985632753451e-03
-2.094619229309070251e-03
5.059739337564321359e-05
-3.424876892940485751e-03
9.387829115742691785e-04
-1.848256698712841001e-03
1.444903191239456331e-03
-2.678282101153711854e-03
2.323747176745595729e-04
-4.521044474999516387e-03
-2.036906103985408720e-04
-1.980529635201440462e-03
-2.815414448604473471e-03
1.181592241707419460e-03
9.746194678320245584e-04
-3.310975671208734065e-04
-2.364558112217121991e-03
-3.968538050274365153e-03
-1.166259064492245097e-03
1.532185037075001633e-03
1.028671275569562928e-03
-1.781650478574740024e-03
-4.515038829357045577e-03
-5.369145477687837717e-03
-1.138888066639635009e-03
-1.009893021640121021e-02
1.245782128932923494e-04
8.362696481688719269e-04
-1.253651291999601522e-03
-9.379237210061080196e-04
2.459438245292430996e-04
-3.847037478731982858e-04
-1.586539194282604419e-04
1.920719520179111576e-03
6.149231081830241379e-04
-1.936825116594188389e-03
-2.263693555827318848e-03
-6.016011839228924346e-04
1.171369224005148861e-03
1.149915722913234534e-03
-4.737740771130567220e-03
-6.860024084618742508e-04
2.618416497401381189e-04
-2.319598771875509662e-03
-2.546675588037453346e-03
-3.146760522619776197e-03
3.950108379706840540e-04
-2.693314258837921620e-03
-1.516310005642781695e-03
8.761001475655292312e-04
-7.313010884772141182e-04
-2.552851384447938406e-03
6.418487872366428291e-04
1.647104988814632317e-03
1.410198933444820665e-03
-4.205141708893599117e-03
8.049833438564731893e-05
-1.720066943353143561e-03
-3.766913281239077805e-03
-4.109772030248184525e-04
5.092372891470340647e-04
1.150389630399293022e-03
8.768850230011694278e-04
