F
1.549580910588933954e-03
3.868349759788490896e-03
2.818521148731343694e-03
2.711270240315782031e-03
3.818606492785321660e-03
2.827485214278602482e-03
2.865278527429728980e-03
8.315358454242475356e-03
4.179415260545945622e-03
4.208444720323681332e-03
1.569390055239709356e-02
4.027513962691558341e-03
1.648505274414325227e-03
7.729955738054044255e-03
2.517233654392005658e-03
4.233959050360190657e-03
1.194304848127954177e-02
4.222002158236220007e-03
1.701289217215794540e-03
1.029055205093160064e-02
3.662182081800402760e-03
1.134517382399430167e-02
2.374146491249831334e-03
4.582390201536366142e-03
5.857452625434912165e-03
2.570298689698759850e-03
2.706569182903432666e-03
2.713530261696977912e-03
1.544065290769992349e-03
1.430366100492258888e-02
2.389808957217003354e-03
2.489212057048665033e-03
